Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
"Tôn giáo là một hiện tượng xã hội phổ biến ở tất cả các dân tộc, quốc gia, châu lục; không một quốc gia dân tộc nào không có một hay nhiều tôn giáo là nội dung thể hiện",Multiple Choice,tính quần chúng của tôn giáo.,tính phổ biến của tôn giáo.,tính quốc tế của tôn giáo.,tính chính trị của tôn giáo.,,1,30,
"Số lượng tín đồ tôn giáo đông đảo, các tôn giáo là nơi sinh hoạt văn hóa, tinh thần của một bộ phận khá đông đảo quần chúng nhân dân là nội dung thể hiện tính chất nào dưới đây của tôn giáo?",Multiple Choice,Tính chính trị.,Tính xã hội.,Tính giai cấp.,Tính quần chúng.,,4,30,
"Khi xã hội có sự phân chia giai cấp, có sự khác biệt, sự đối kháng về lợi ích kinh tế, chính trị giữa các giai cấp thì tôn giáo xuất hiện thêm",Multiple Choice,tính chính trị.,tính lịch sử.,tính quần chúng.,tính văn hóa.,,1,30,
Nội dung nào dưới đây không phải là chức năng của tôn giáo?,Multiple Choice,Kinh tế.,Thế giới quan.,Đền bù hư ảo.,Điều chỉnh hành vi đạo đức.,,1,30,
Nội dung nào dưới đây là chức năng của tôn giáo?,Multiple Choice,Phát triển xã hội.,Kinh tế.,"Đối nội, đối ngoại.","Liên kết cộng đồng và chuyển tải, bảo lưu văn hóa.",,4,30,
"Tôn giáo giúp con người có những nhận thức nhất định về thế giới và con người, thông qua hệ thống giáo thuyết của nó là nội dung thể hiện chức năng nào dưới đây của tôn giáo?",Multiple Choice,Chức năng thế giới quan.,Chức năng đền bù hư ảo.,Chức năng điều chỉnh hành vi đạo đức.,"Chức năng liên kết cộng đồng và chuyển tải, bảo lưu văn hóa.",,1,30,
Sự phản ánh thế giới của tôn giáo là sự phản ánh có tính chất,Multiple Choice,chân thực.,"hoang đường, hư ảo.",khách quan.,"chân thực, chủ quan.",,2,30,
"Trong tôn giáo, con người đã biến cái chủ quan thành khách quan, biến cái chỉ tồn tại trong tư duy của mình, trong sự tưởng tượng của mình thành một cái tồn tại ở bên ngoài tư duy của mình và gán cho nó một sức mạnh siêu nhiên là nội dung thể hiện tính chất nào dưới đây trong sự phản ánh thế giới của tôn giáo?",Multiple Choice,"Chân thực, khách quan.","Chân thực, chủ quan.","Hoang đường, hư ảo.","Khách quan, mơ hồ.",,3,30,
Ý nào dưới đây thể hiện đầy đủ nhất nội dung luận điểm của C. Mác: “Tôn giáo là thuốc phiện của nhân dân”?,Multiple Choice,"Tôn giáo là một liều thuốc có tính chất gây nghiện, tiêm nhiễm cho con người những quan niệm phi khoa học.","Tôn giáo làm dịu nỗi đau, bù đắp những thiếu hụt về mặt tinh thần, đồng thời cũng có thể tác động có hại đối với con người.","Tôn giáo nguy hiểm như một thứ thuốc phiện, cần loại bỏ ngay ra khỏi đời sống.","Tôn giáo giống như thuốc phiện làm cho con người rơi vào trạng thái sống ảo, làm cho con người trở nên thiếu minh mẫn.",,2,30,
Tôn giáo điều chỉnh hành vi đạo đức của con người thông qua,Multiple Choice,hệ thống giá trị chuẩn mực của tôn giáo.,các quy định của pháp luật.,các chuẩn mực đạo đức chung của xã hội.,hệ thống quy định của địa bàn cư trú.,,1,30,
"Nội dung nào dưới đây không là biểu hiện của chức năng liên kết cộng đồng và chuyển tải, bảo lưu văn hóa của tôn giáo?",Multiple Choice,"Liên kết, giữ gìn ổn định trật tự xã hội dựa trên hệ thống giá trị và chuẩn mực chung.","Nâng cao đời sống vật chất, tinh thần của đông đảo quần chúng nhân dân.","Tập hợp các lực lượng đấu tranh chống áp bức, bóc lột, chống lại các thế lực chính trị - xã hội phản tiến bộ đương thời.","Góp phần giao lưu giữa các quốc gia, dân tộc và các nền văn hóa.",,2,30,
"Nền kinh tế nhiều thành phần vận hành theo cơ chế thị trường với những mặt trái của nó dẫn tới sự bất bình đẳng, sự may rủi, ngẫu nhiên, phân hóa giàu nghèo là nguyên nhân dẫn đến sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực",Multiple Choice,kinh tế.,nhận thức.,văn hóa.,chính trị - xã hội.,,1,30,
Nhiều thế lực vẫn chú ý duy trì và lợi dụng tôn giáo vào các mục đích chính trị khác nhau là nội dung thể hiện nguyên nhân nào dưới đây dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,kinh tế.,chính trị - xã hội.,văn hóa.,nhận thức.,,2,30,
Nội dung nào dưới đây không là nguyên nhân chính trị - xã hội dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,Nền kinh tế nhiều thành phần vận hành theo cơ chế thị trường với nhiều mặt trái của nó.,Nhiều thế lực chính trị vẫn chú ý duy trì và lợi dụng tôn giáo vào các mục đích chính trị khác nhau.,"Nỗi lo sợ của quần chúng nhân dân về chiến tranh, đói nghèo, bệnh tật hiểm nghèo.",Tôn giáo tự biến đổi và thích nghi với điều kiện chính trị - xã hội mới để tồn tại.,,1,30,
"Sinh hoạt tín ngưỡng, tôn giáo có khả năng đáp ứng nhu cầu văn hóa, tinh thần và có ý nghĩa giáo dục về ý thức cộng đồng, đạo đức, phong cách, lối sống là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế,Văn hóa.,Chính trị - xã hội.,Tâm lí.,,2,30,
"Nhiều giá trị của các tôn giáo đang có những đóng góp to lớn và trở thành một bộ phận quan trọng trong nền văn hóa mỗi dân tộc, mỗi quốc gia là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế.,Văn hóa,Chính trị - xã hội.,Nhận thức.,,2,30,
"Còn nhiều vấn đề mà khoa học chưa thể làm rõ; mặt bằng dân trí chưa thật cao, khả năng nhận thức những vấn đề xảy ra trong cuộc sống còn nhiều hạn chế là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế.,Chính trị.,Nhận thức.,Văn hóa.,,3,30,
"Con người đôi khi vẫn cảm thấy sợ hãi, lo lắng, bất an khi đối diện với những tác động bởi sức mạnh tự phát từ tự nhiên, xã hội là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Chính trị,Tâm lí.,Nhận thức.,Kinh tế.,,2,30,
Một trong những nguyên tắc cơ bản trong việc giải quyết vấn đề tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội là,Multiple Choice,phân biệt hai mặt chính trị và tư tưởng trong giải quyết vấn đề tôn giáo.,dần dần loại bỏ tôn giáo ra khỏi đời sống xã hội.,"kiên quyết đấu tranh với những phần tử, những hoạt động lợi dụng tôn giáo chống phá cách mạng.",các tôn giáo đều bình đẳng.,,1,30,
Nội dung nào dưới đây không phải là nguyên tắc cơ bản trong việc giải quyết vấn đề tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,"Nhân nhượng với những phần tử, những hoạt động lợi dụng tôn giáo chống phá cách mạng.","Tôn trọng, đảm bảo quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.","Khắc phục dần những ảnh hưởng tiêu cực của tôn giáo gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới, phát huy những mặt tích cực của tôn giáo.",Phân biệt hai mặt chính trị và tư tưởng trong việc giải quyết vấn đề tôn giáo.,,1,30,
"Việc theo đạo, đổi đạo, hay không theo đạo thuộc quyền tự do lựa chọn của mồi người dân, không cá nhân, tổ chức nào được quyền can thiệp vào sự lựa chọn này là nội dung của nguyên tắc",Multiple Choice,"khắc phục dần những ảnh hưởng tiêu cực của tôn giáo phải gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới.","tôn trọng, bảo đảm quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.",phân biệt hai mặt chính trị và tư tưởng của tôn giáo.,quan điểm lịch sử cụ thể trong việc giải quyết vấn đề tôn giáo.,,2,30,
"Mọi hành vi cấm đoán, ngăn cản tự do theo đạo, đổi đạo, bỏ đạo hay đe doạ, bắt buộc người dân phải theo đạo đều là",Multiple Choice,vi phạm các giá trị đạo đức của cộng đồng.,vi phạm quy định của các tổ chức tôn giáo.,xâm phạm các giá trị văn hóa.,"Cả a,b,c,",,4,30,
"“Mọi sự phân biệt quyền lợi giữa công dân có tín ngưỡng, tôn giáo khác nhau là hoàn toàn không thể dung thứ được” là câu nói của",Multiple Choice,G.W.F. Hegel.,C. Mác.,Ph. Ăngghen.,V.I. Lênin.,,4,30,
“Không được tuyên bố chiến tranh với tôn giáo” là câu nói của,Multiple Choice,V.I. Lênin.,C. Mác.,Ph. Ăngghen.,Hồ Chí Minh.,,1,30,
"Để đoàn kết các lực lượng quần chúng có tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo, đấu tranh chống các luận điệu vu cáo, các hoạt động lợi dụng tôn giáo chống nhà nước xã hội chủ nghĩa, chúng ta phải đảm bảo nguyên tắc",Multiple Choice,"tôn trọng, ủng hộ các giáo hội và các chức sắc tôn giáo có ảnh hưởng lớn tới đông đảo nhân dân.",ủng hộ các tôn giáo có số lượng tín đồ đông đảo.,"ủng hộ các tôn giáo dân tộc, bài trừ các tôn giáo khu vực và thế giới.","tôn trọng, đảm bảo quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.",,4,30,
"Muốn thay đổi ý thức xã hội, trước hết cần phải thay đổi bản thân tồn tại xã hội; muốn xoá bỏ ảo tưởng nảy sinh trong đầu óc con người, phải xoá bỏ nguồn gốc sinh ra ảo tưởng ấy là cơ sở của nguyên tắc",Multiple Choice,"khắc phục dần những ảnh hưởng tiêu cực của tôn giáo phải gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới.","tôn trọng, đảm bảo quyền tự do tín ngưỡng và không tín ngưỡng của nhân dân.",phân biệt hai mặt chính trị và tư tưởng của tôn giáo.,"quan điểm lịch sử cụ thể trong giải quyết vấn đề tín ngưỡng, tôn giáo.",,1,30,
"Theo tư tưởng của chủ nghĩa Mác - Lênin, muốn khắc phục dần những ảnh hưởng tiêu cực của tôn giáo, chúng ta phải",Multiple Choice,"hạn chế dần ảnh hưởng của tôn giáo, tiến tới xoá bỏ tôn giáo khởi đời sống xã hội.","nâng cao trình độ nhận thức của người dân, dần tiến tới xoá bỏ hoàn toàn tôn giáo khỏi đời sống xã hội.","xác lập một thế giới hiện thực tốt đẹp không có áp bức, bất công, không nghèo đói và thất nghiệp, không tệ nạn xã hội,...","phát triển kinh tế thị trường một cách mạnh mẽ, nâng cao đời sống vật chất cho nhân dân.",,3,30,
Hai mặt chính trị và tư tưởng có mối quan hệ với nhau trong vấn đề tôn giáo và trong mỗi tôn giáo khi,Multiple Choice,"xã hội xuất hiện sản xuất hàng hóa gắn với nhu cầu mở rộng thị trường, mở rộng thuộc địa.","xã hội xuất hiện giai cấp, có mâu thuẫn và đấu tranh giai cấp.","xã hội chủ nghĩa tư bản chuyển từ giai đoạn tự do cạnh tranh sang giai đoạn độc quyền, tăng cường xâm lược các nước trên thế giới.","kinh tế thị trường xuất hiện, lực lượng chính trị lợi dụng tôn giáo để đạt được mục đích của mình.",,2,30,
Các thế lực phản động quốc tế đang lợi dụng tôn giáo để thực hiện chiến lược “diễn biến hoà bình” nhằm,Multiple Choice,thâu tóm thị trường.,"chi phối các nước trên thế giới cả về kinh tế, chính trị, văn hóa xã hội.",xóa bỏ chế độ xã hội chủ nghĩa ở các nước xã hội chủ nghĩa còn lại.,đẩy các nước đang phát triển vào tình trạng lệ thuộc các nước lớn.,,3,30,
"Để phân biệt được hai mặt chính trị và tư tưởng trong việc giải quyết vấn đề tôn giáo, các đảng cộng sản cần nêu cao tinh thần",Multiple Choice,"cảnh giác, cương quyết, kịp thời, tránh chủ quan, định kiến.",bỏ qua vấn đề tôn giáo khi cần thiết.,mọi vấn đề liên quan đến tôn giáo đều phải giải quyết bằng bạo lực.,giải quyết vấn đề tôn giáo khi có điều kiện thuận lợi.,,1,30,
"Tôn giáo không phải là một hiện tượng xã hội bất biến, vì thế khi xem xét và giải quyết vấn đề tôn giáo cần quán triệt",Multiple Choice,quan điểm khách quan.,quan điểm toàn diện.,quan điểm lấy dân làm gốc.,quan điểm lịch sử - cụ thể.,,4,30,
Nội dung nào dưới đây là đặc điểm cơ bản của tình hình tôn giáo ở Việt Nam?,Multiple Choice,Tôn giáo phát triển vô cùng mạnh mẽ.,Đa tôn giáo.,Hầu như người dân không tham gia các tổ chức tôn giáo.,Chỉ có tôn giáo dân tộc.,,2,30,
Nội dung nào dưới đây không là đặc điểm cơ bản của tình hình tôn giáo ở Việt Nam?,Multiple Choice,Hoạt động tôn giáo không thể kiểm soát.,Đa tôn giáo.,"Đa dạng, đan xen, chung sống hòa bình; không có xung đột, chiến tranh tôn giáo.","Các tôn giáo luôn đồng hành cùng dân tộc, có nhiều đóng góp quan trọng trong quá trình xây dựng và bảo vệ đất nước.",,1,30,
"Tính đến tháng 12/2017, Việt Nam có khoảng bao nhiêu tổ chức tôn giáo được công nhận về mặt tổ chức hoặc đã đăng kí hoạt động?",Multiple Choice,Trên 30 tồ chức.,Trên 40 tổ chức.,Trên 35 tổ chức.,Dưới 40 tồ chức.,,2,30,
"Tính đến tháng 12/2017, Việt Nam có khoảng",Multiple Choice,23 triệu tín đồ.,25 triệu tín đồ.,24 triệu tín đồ.,26 triệu tín đồ.,,3,30,
"Mục đích trong chủ trương đoàn kết những người có tín ngưỡng, không có tín ngưỡng của Chủ tịch Hồ Chí Minh là",Multiple Choice,xây dựng khối đại đoàn kết dân tộc.,dần xoá bỏ tôn giáo ra khỏi đời sống xã hội.,tạo điều kiện thuận lợi cho sự phát triển của tôn giáo.,mở rộng giao lưu tôn giáo.,,1,30,
Tư tưởng các tôn giáo đều bình đẳng thể hiện thái độ nào dưới đây của Chủ tịch Hồ Chí Minh trong vấn đề tôn giáo?,Multiple Choice,"Thái độ khách quan, không thiên vị.","Thái độ hài hoà, thiên vị.","Thái độ chủ quan, duy ý chí.","Thái độ khách quan, duy ý chí.",,1,30,
"Mục đích cao nhất trong tôn trọng quyền tự do tín ngưỡng, tôn giáo của nhân dân theo quan điểm Hồ Chí Minh là",Multiple Choice,"làm cho tôn giáo phát triển, số lượng tín đồ tôn giáo tăng nhanh.","nhân dân được hạnh phúc, lợi ích của đất nước được đảm bảo.","tăng nhanh số tín đồ tôn giáo, nâng cao vị thế trong xã hội.",phát triển tôn giáo dân tộc.,,2,30,
"Theo Chủ tịch Hồ Chí Minh, lí tưởng cộng sản và các học thuyết tôn giáo chân chính có điểm chung là đều muốn",Multiple Choice,"xoá bỏ tình trạng áp bức, bóc lột, bất công, xây dựng cuộc sống hoà bình, hữu nghị.",có cuộc sống tốt đẹp sau khi con người từ giã cõi đời.,tôn giáo có ảnh hưởng ngày càng lớn trong đời sống xã hội.,lí giải mọi vấn đề của đời sống một cách khách quan.,,1,30,
"Quan điểm: “Tranh thủ những ai có thể tranh thủ được, khoan hồng cho những ai nhẹ dạ cả tin, nhưng đối với bọn ngoan cố chống phá cách mạng thì kiên quyết trừng trị” trong việc giải quyết vấn đề tôn giáo là của",Multiple Choice,Hồ Chí Minh.,C. Mác.,Ph. Ăngghen.,Võ Nguyên Giáp.,,1,30,
"Quan điểm: “Những người Công giáo Việt Nam theo Pháp và bù nhìn, làm hại đồng bào, chẳng những là Việt gian, mà cũng là giáo gian. Còn những đồng bào Công giáo kháng chiến mới là tín đồ chân chính của Đức Chúa” là của",Multiple Choice,Phan Bội Châu.,Võ Nguyên Giáp.,Hồ Chí Minh.,Phạm Văn Đồng.,,3,30,
"Quan điểm, chính sách của Đảng, Nhà nước ta đối với tôn giáo, tín ngưỡng trong giai đoạn hiện nay được thể hiện chủ yếu trong",Multiple Choice,Nghị quyết số 26-NQ/TW ngày 12/3/2003.,Nghị quyết số 25-NQ/TW ngày 12/3/2003.,Nghị quyết số 27-NQ/TW ngày 12/3/2003.,Nghị quyết số 25-NQ/TW ngày 13/3/2003.,,2,30,
"Công tác tôn giáo là trách nhiệm của cả hệ thống chính trị bao gồm hệ thống tổ chức Đảng, chính quyền, Mặt trận Tổ quốc và",Multiple Choice,"các đoàn thể chính trị, do Đảng lãnh đạo.","Đoàn Thanh niên, do Nhà nước lãnh đạo","Hội Liên hiệp Phụ nữ, do Đảng lãnh đạo.","Các đoàn thể chính trị, do Nhà nước lãnh đạo.",,1,30,
Gia đình được hình thành bởi hai mối quan hệ cơ bản là,Multiple Choice,quan hệ hôn nhân và quan hệ huyết thống.,quan hệ họ hàng và quan hệ huyết thống.,quan hệ hôn nhân và quan hệ họ hàng.,quan hệ huyết thống và quan hệ xã hội.,,1,30,
"Quan hệ nền tảng hình thành nên các mối quan hệ khác trong gia đình, là cơ sở pháp lí cho sự tồn tại của mỗi gia đình là quan hệ",Multiple Choice,hôn nhân.,huyết thống.,họ hàng.,xã hội.,,1,30,
"Quan hệ giữa những người có cùng một dòng máu, nảy sinh từ quan hệ hôn nhân là quan hệ",Multiple Choice,họ hàng.,huyết thống.,nội tộc.,gia đình.,,2,30,
"Mối quan hệ tự nhiên, là yếu tố mạnh mẽ nhất gắn kết các thành viên trong gia đình với nhau là quan hệ",Multiple Choice,tình cảm.,huyết thống.,kinh tế.,hôn nhân.,,2,30,
Quan hệ hôn nhân còn được gọi là quan hệ giữa,Multiple Choice,hai gia đình nhà trai và nhà gái.,vợ và chồng.,những người được pháp luật thừa nhận.,những người cùng chung sống trong một gia đình.,,2,30,
Quan hệ huyết thống trong gia đình chính là quan hệ giữa,Multiple Choice,những người có họ hàng với nhau.,những người chung một dòng họ.,cha mẹ và con cái.,những người trong một gia đình.,,3,30,
"Nghĩa vụ, quyền lợi và trách nhiệm của mỗi thành viên trong gia đình được quy định bởi",Multiple Choice,đạo đức xã hội.,pháp luật của mỗi quốc gia.,pháp lí và đạo lí.,nền nếp gia đình.,,2,30,
Quan hệ giữa cha mẹ nuôi với con nuôi chỉ được pháp luật công nhận khi,Multiple Choice,công bố rộng rãi với mọi người xung quanh.,"đã làm lễ gia tiên, báo cáo với họ hàng.",có đầy đủ thủ tục pháp lí.,cả hai bên cha mẹ nuôi và con nuôi có nhu cầu sống cùng nhau.,,3,30,
"Một cộng đồng người sống chung trong một không gian xác định, thường được sử dụng ở góc độ quản lí nhân khẩu là nội dung thể hiện khái niệm",Multiple Choice,gia đình.,dòng tộc.,dân tộc.,hộ gia đình.,,4,30,
Gia đình tập thể là hình thức gia đình tồn tại trong hình thái kinh tế - xã hội,Multiple Choice,phong kiến.,tư bản.,cộng sản chủ nghĩa.,công xã nguyên thuỷ.,,4,30,
"Gia đình mà những người chồng sống theo chế độ nhiều vợ, và vợ của họ cũng sống theo chế độ nhiều chồng, con cái là con chung của cả hai bên là đặc trưng của",Multiple Choice,gia đình hạt nhân.,gia đình nhiều thế hệ.,gia đình cá thể.,gia đình tập thể.,,4,30,
"Trong hình thức gia đình tập thể, việc xác định dòng dõi chủ yếu dựa vào",Multiple Choice,huyết thống của bố.,huyết thống của cả bố và mẹ.,huyết thống của tất cả những người bố và tất cả những người mẹ trong gia đình.,huyết thống của mẹ.,,4,30,
Quyền thừa kế tài sản trong gia đình tập thể căn cứ vào huyết thống của người mẹ vì,Multiple Choice,không biết chính xác ai là cha đẻ của đứa con.,mẹ là người sinh ra con cái.,người phụ nữ có địa cao nhất trong gia đình.,người phụ nữ rất được tôn trọng.,,1,30,
Đặc điểm nổi bật của gia đình tập thể là,Multiple Choice,"mẫu quyền, dựa trên cơ sở kinh tế tập thể - kinh tế gia đình cộng sản.","phụ quyền, dựa trên cơ sở kinh tế tập thể - kinh tế gia đình cộng sản.","phụ quyền, dựa trên cơ sở kinh tế tư nhân.","mẫu quyền, dựa trên cơ sở kinh tế cá nhân.",,1,30,
Sự xuất hiện của chế độ tư hữu và lao động của nam giới ngày càng được đề cao trong xã hội là nguyên nhân dẫn tới,Multiple Choice,gia đình tập thể.,gia đình cá thể.,gia đình nhiều thế hệ.,gia đình hai thế hệ.,,2,30,
"Theo quan điểm của C. Mác, Ph. Ăngghen: Gia đình một vợ một chồng dựa trên quyền thống trị của người chồng, nhằm chủ đích là làm cho con cái sinh ra phải có cha đẻ rõ ràng không ai tranh cãi được, và sự rõ ràng ấy là cần thiết, vì những người con đó sau này sẽ được hưởng tài sản của cha với tư cách là",Multiple Choice,người con chính thống.,người thừa kế trực tiếp.,người con nối dõi.,người thừa kế gián tiếp.,,2,30,
Nội dung nào dưới đây không phản ánh đúng vị trí của gia đình trong xã hội?,Multiple Choice,Gia đình là tế bào của xã hội.,Gia đình là tổ ấm của mỗi thành viên.,Gia đình là bộ phận của làng xã.,Gia đình là cầu nối giữa cá nhân với xã hội.,,3,30,
Nhận định nào dưới đây thể hiện đúng nhất vị trí của gia đình đối với sự vận động và phát triển của xã hội?,Multiple Choice,"Gia đình có vai trò quan trọng đối với sự tồn tại, vận động và phát triển của xã hội.","Gia đình có vai trò không nhỏ đối với sự tồn tại, vận động và phát triển của xã hội.","Gia đình có vai trò quyết định đối với sự tồn tại, vận động và phát triển của xã hội.","Gia đình có vai trò nhất định đối với sự tồn tại, vận động và phát triển của xã hội.",,1,30,
Gia đình không chỉ sản xuất ra tư liệu sinh hoạt mà còn sản xuất ra,Multiple Choice,bản thân con người.,các mối quan hệ xã hội.,các giá trị kinh tế.,các giá trị tinh thần.,,1,30,
"Gia đình như một tế bào tự nhiên, là một đơn vị cơ sở để tạo nên cơ thể - xã hội vì",Multiple Choice,"gia đình sản xuất ra tư liệu tiêu dùng, tư liệu sản xuất và các mối quan hệ xã hội khác.","gia đình sản xuất ra tư liệu sản xuất, tái sản xuất ra con người và các mối quan hệ xã hội khác.",gia đình tái sản xuất ra con người và các mối quan hệ xã hội.,"gia đình sản xuất ra tư liệu tiêu dùng, tư liệu sản xuất, tái sản xuất ra con người.",,4,30,
Chủ tịch Hồ Chí Minh đã từng khẳng định: Hạt nhân của xã hội chính là,Multiple Choice,các thành viên trong gia đình.,gia đình.,các hộ gia đình.,hộ gia đình.,,2,30,
"Môi trường tốt nhất để mỗi cá nhân được yêu thương, nuôi dưỡng, chăm sóc, trưởng thành, phát triển là",Multiple Choice,gia đình.,nhà trường.,dòng họ.,làng xóm.,,1,30,
Cộng đồng xã hội đầu tiên đáp ứng nhu cầu quan hệ xã hội của mỗi cá nhân là,Multiple Choice,làng xóm.,gia đình.,trường học.,họ hàng.,,2,30,
Nội dung nào dưới đây không là chức năng cơ bản của gia đình?,Multiple Choice,Xây dựng quy định của địa phương.,Tái sản xuất ra con người.,"Nuôi dưỡng, giáo dục.",Kinh tế và tổ chức tiêu dùng.,,1,30,
"Chức năng đặc thù của gia đình, không một cộng đồng nào có thể thay thế là",Multiple Choice,"nuôi dưỡng, giáo dục.",kinh tế và tổ chức tiêu dùng.,tái sản xuất ra con người.,"thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm.",,3,30,
"Không chỉ đáp ứng nhu cầu tâm - sinh lí tự nhiên của con người, đáp ứng nhu cầu nòi giống của gia đình, dòng họ mà còn đáp ứng nhu cầu về sức lao động và duy trì sự trường tồn của xã hội là nội dung thể hiện chức năng nào của gia đình?",Multiple Choice,"Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.",Kinh tế và tổ chức tiêu dùng.,"Nuôi dưỡng, giáo dục.",Tái sản xuất ra con người.,,4,30,
Việc thực hiện chức năng tái sản xuất ra con người không chỉ là việc riêng của gia đình mà là vấn đề xã hội vì thực hiện chức năng này quyết định,Multiple Choice,"quy mô dân số, mật độ dân cư, chất lượng nguồn lao động.","quy mô dân số, mật độ dân cư, chất lượng cuộc sống người lao động.","tỉ lệ gia tăng dân số, chất lượng nguồn lao động của mỗi quốc gia.","mật độ dân cư, chất lượng nguồn lao động của mỗi quốc gia.",,1,30,
"Chức năng nào dưới đây thể hiện tình cảm thiêng liêng, trách nhiệm của cha mẹ với con cái, đồng thời thể hiện trách nhiệm của gia đình với xã hội?",Multiple Choice,"Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.","Nuôi dưỡng, giáo dục.",Kinh tế và tổ chức tiêu dùng.,Tái sản xuất ra con người.,,2,30,
"Chức năng nào dưới đây của gia đình có ý nghĩa rất quan trọng tới việc hình thành nhân cách, đạo đức, lối sống của mỗi người?",Multiple Choice,"Nuôi dưỡng, giáo dục.","Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.",Kinh tế và tổ chức tiêu dùng.,Tái sản xuất ra con người.,,1,30,
"Gia đình thực hiện chức năng nào dưới đây để góp phần to lớn vào việc đào tạo thế hệ trẻ, nâng cao chất lượng nguồn lao động?",Multiple Choice,"Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.",Kinh tế và tổ chức tiêu dùng.,"Nuôi dưỡng, giáo dục.",Tái sản xuất ra con người.,,3,30,
"Thực hiện chức năng nào dưới đây của gia đình đòi hỏi cha mẹ phải có kiến thức cơ bản, tương đối toàn diện về mọi mặt?",Multiple Choice,"Nuôi dưỡng, giáo dục.","Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.",Kinh tế và tổ chức tiêu dùng.,Tái sản xuất ra con người.,,1,30,
"Xét ở chức năng kinh tế và tổ chức tiêu dùng, gia đình có đặc thù nào dưới đây mà các đơn vị kinh tế khác không có được?",Multiple Choice,"Tham gia trực tiếp vào quá trình sản xuất, tái sản xuất ra tư liệu lao động.",Tham gia vào quá trình sản xuất và tái sản xuất ra sức lao động.,"Tham gia trực tiếp vào quá trình sản xuất, tái sản xuất ra tư liệu sản xuất.","Tham gia trực tiếp vào quá trình sản xuất, tái sản xuất ra tư liệu tiêu dùng.",,4,30,
"Việc sử dụng hợp lí các khoản thu nhập vào việc đảm bảo đời sống vật chất và tinh thần của mỗi thành viên, cùng với việc sử dụng quỹ thời gian rảnh rỗi để tạo nên đời sống tinh thần, thể chất lành mạnh là nội dung của chức năng",Multiple Choice,tổ chức tiêu dùng của gia đình.,tổ chức sản xuất của gia đình.,tổ chức đời sống tinh thần của gia đình.,tổ chức các mối quan hệ xã hội của gia đình.,,1,30,
"Gia đình đảm bảo nguồn sống, đáp ứng nhu cầu vật chất, tinh thần của các thành viên trong gia đình là nội dung của chức năng",Multiple Choice,đảm bảo đời sống vật chất và tinh thần.,thoả mãn mọi mặt đời sống gia đình.,kinh tế và tổ chức tiêu dùng.,"nuôi dưỡng, giáo dục.",,3,30,
"Chức năng nào dưới đây tạo cho gia đình cơ sở để tổ chức tốt đời sống, nuôi dạy con cái, đóng góp to lớn đối với sự phát triển xã hội?",Multiple Choice,Đảm bảo đời sống gia đình và phát triển xã hội.,"Thoả mãn nhu cầu tâm - sinh lí, duy trì tình cảm gia đình.",Kinh tế và tổ chức tiêu dùng.,"Nuôi dưỡng, giáo dục.",,3,30,
